Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Parent,Parent key,Parent summary,Status Category,Status Category Changed
[FR-ADM-004] Soft-delete (deactivate) products only,ECOM-78,10123,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,v2,wiki-linked,,,"*FR-ADM-004:* Soft-delete (deactivate) by setting {{is_active=false}}; hard deletion forbidden to preserve historic order references.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* DELETE /api/products/{id} (JWT + ADMIN) sets is_active=false, returns 204
* Historic OrderItem rows still reference the product
* Product disappears from public catalog (FR-CAT-007)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000jr:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-003] Admin can update product fields,ECOM-77,10122,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,v2,wiki-linked,,,"*FR-ADM-003:* The system SHALL allow ADMIN users to update any field of an existing product.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* PUT /api/products/{id} (JWT + ADMIN) returns 200
* Partial updates allowed
* Audit log entry written (FR-ADM-012)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000jj:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-002] Admin can create products,ECOM-76,10121,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,v2,wiki-linked,,,"*FR-ADM-002:* The system SHALL allow ADMIN users to create products.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* POST /api/products (JWT + ADMIN) returns 201
* All fields validated
* Non-admin gets 403",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000jb:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ADM-001] Add role attribute to User (USER / ADMIN),ECOM-75,10120,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:58,16-06-2026 19:58,,,,0,fr-adm,must,v2,wiki-linked,,,"*FR-ADM-001:* The system SHALL introduce a {{role}} attribute on User with values USER (default) and ADMIN.

*Priority:* Must (v2) | *Epic:* ECOM-10
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1114135

h3. AC

* DB migration adds {{role}} column (default USER)
* JWT carries role claim
* Admin-only endpoints check role==ADMIN",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000j3:,,,,,10055,ECOM-10,[ADM] Admin & Inventory (v2),To Do,16-06-2026 19:58
[FR-ORD-015] Email confirmation on order creation,ECOM-74,10119,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,could,fr-ord,v1.1,wiki-linked,,,"*FR-ORD-015:* The system MAY send an email confirmation on successful order creation in v1.1.

*Priority:* Could (v1.1) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* Email triggered out-of-band (background job) after order commit
* Contains order id, item list, total
* Failure to send does NOT roll back the order",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000iv:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-014] Idempotency key on order creation,ECOM-73,10118,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,should,v1.1,wiki-linked,,,"*FR-ORD-014:* The system SHOULD support an idempotency key on order creation so retried submissions do not produce duplicate orders.

*Priority:* Should | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* POST /api/orders with Idempotency-Key header
* Retry with same key returns the original order_id (not a new order)
* Key TTL ~24h, then key can be reused",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000in:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-013] Cancel PENDING/CONFIRMED orders and restore stock,ECOM-72,10117,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,should,v1.1,wiki-linked,,,"*FR-ORD-013:* The system SHOULD allow a user to cancel an order while its status is PENDING or CONFIRMED; cancellation MUST return reserved inventory.

*Priority:* Should | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* POST /api/orders/{id}/cancel returns 200, status=CANCELLED
* Inventory restored to product.inventory_count (atomic)
* Cancel on SHIPPED/DELIVERED returns 409",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000if:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-012] Persist shipping address per order,ECOM-71,10116,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-012:* The system SHALL persist the shipping address as captured at checkout, separately from the user's profile (a user may ship to many addresses).

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* order.shipping_address stored as free-text in v1
* Address NOT denormalized from a user profile (per-order)
* Open question: address book entity in v2?",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000i7:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
"[FR-ORD-011] Order status lifecycle (PENDING → DELIVERED, CANCELLED)",ECOM-70,10115,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-011:* The system SHALL assign an initial order status of PENDING on creation and SHALL allow the lifecycle states: PENDING → CONFIRMED → SHIPPED → DELIVERED, plus CANCELLED as a terminal alternative.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* New orders start as PENDING
* Status enum enforced at API and DB
* Forward transitions only (no DELIVERED → PENDING)
* CANCELLED accepts from PENDING or CONFIRMED only",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000hz:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-010] Deny foreign-user orders with 404 (no existence leak),ECOM-69,10114,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,must,mvp,security,wiki-linked,,"*FR-ORD-010:* The system SHALL deny access to orders that do not belong to the authenticated user, returning HTTP 404 (not 403, to avoid leaking existence).

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* GET /api/orders/{id} where order belongs to another user → 404
* GET /api/orders/{id} where order doesn't exist → 404 (indistinguishable)
* Both responses use identical body",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000hr:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-009] Order detail endpoint with line items,ECOM-68,10113,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-009:* The system SHALL provide order detail (line items, totals, address, status, timestamps) for any order owned by the authenticated user.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* GET /api/orders/{id} returns full order + items
* Items show product_name, quantity, price_at_purchase, line_total
* Includes shipping_address, payment_method, status, created_at, updated_at",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000hj:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-008] List authenticated user's orders,ECOM-67,10112,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-008:* The system SHALL list all orders belonging to the authenticated user, sorted by created_at descending.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* GET /api/orders returns 200 with array
* Only caller's orders included
* Newest first (created_at DESC)
* Each entry includes id, total, status, created_at",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000hb:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-007] Compute and store order total_amount,ECOM-66,10111,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-007:* The system SHALL compute and store total_amount as the sum of price_at_purchase × quantity over all order items.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* order.total_amount = sum(item.price_at_purchase * item.quantity)
* Persisted on order row (not computed on read)
* Verified by integration test summing line items",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000h3:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-006] Snapshot unit prices into order lines,ECOM-65,10110,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:57,16-06-2026 19:57,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-006:* The system SHALL lock the unit price of each line into OrderItem.price_at_purchase at order creation time; subsequent product price changes MUST NOT alter historic orders.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* OrderItem row has price_at_purchase column set from product.price at creation time
* Updating product.price later does NOT change historic OrderItem rows
* order.total_amount derived from snapshotted prices, not live product prices",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000gv:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:57
[FR-ORD-005] Clear cart on successful order creation,ECOM-64,10109,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-005:* The system SHALL clear the user's cart on successful order creation (see FR-CART-011).

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* After 201 order created, GET /api/cart returns empty
* Cart clear part of same transaction (NFR-REL-003)
* See FR-CART-011 for the cart-side implementation",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000gn:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:56
[FR-ORD-004] Atomically decrement inventory at order creation,ECOM-63,10108,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-004:* The system SHALL atomically decrement inventory_count for each line as part of order creation; the operation MUST either fully succeed or fully roll back.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* All decrements + order insert + cart clear in single DB transaction
* Any failure rolls back ALL changes (no partial state)
* Concurrent checkouts of last unit: exactly one succeeds, one fails (no oversell)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000gf:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:56
[FR-ORD-003] Validate stock and active state at order creation,ECOM-62,10107,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-003:* The system SHALL validate that every cart line refers to an active product with sufficient inventory at the time of order creation; insufficient stock returns HTTP 409.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* Any line with inventory_count < quantity → 409 with list of offending lines
* Any line with is_active=false → 409
* Validation done with row lock (FOR UPDATE) to avoid race",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000g7:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:56
[FR-ORD-002] Reject order creation when cart is empty,ECOM-61,10106,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-002:* The system SHALL reject order creation when the user's cart is empty, returning HTTP 400.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* POST /api/orders with empty cart → 400 reason=CART_EMPTY
* No order row inserted
* UI prevents the call by graying out ""Place order"" until cart has items",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000fz:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:56
[FR-ORD-001] Create order from current cart,ECOM-60,10105,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-ord,must,mvp,wiki-linked,,,"*FR-ORD-001:* The system SHALL allow an authenticated user with a non-empty cart to create an order by submitting shipping address and payment method.

*Priority:* Must (MVP) | *Epic:* ECOM-9
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1572866

h3. AC

* POST /api/orders {address, payment_method} returns 201 with order_id + total
* Order rows persisted (status=PENDING)
* Cart cleared in same tx (FR-CART-011)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000fr:,,,,,10054,ECOM-9,[ORD] Checkout & Order Management,To Do,16-06-2026 19:56
[FR-CART-015] Flag unavailable lines and exclude from total,ECOM-59,10104,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,could,fr-cart,v2,wiki-linked,,,"*FR-CART-015:* The system MAY flag any cart line whose underlying product has since been deactivated or out-of-stock as ""unavailable"" and exclude it from the displayed grand total.

*Priority:* Could | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* Cart response includes per-line {{available: boolean}}
* Unavailable lines excluded from grand_total
* UI renders unavailable lines greyed out with warning icon
* Checkout (FR-ORD-001) skips unavailable lines",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000fj:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:56
[FR-CART-014] Confirmation prompt before clearing cart,ECOM-58,10103,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-cart,frontend,mvp,should,wiki-linked,,"*FR-CART-014:* The system SHOULD require an explicit confirmation prompt on the client before invoking the clear-cart operation.

*Priority:* Should | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* Clicking ""Clear cart"" opens modal: ""Remove all items?""
* Cancel keeps cart intact (no API call)
* Confirm calls DELETE /api/cart
* Individual remove (FR-CART-007) does NOT require confirmation",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000fb:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:56
[FR-CART-013] Cap line quantity at current inventory,ECOM-57,10102,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-cart,mvp,should,wiki-linked,,,"*FR-CART-013:* The system SHALL cap any single cart line's quantity at the product's current inventory_count; attempts to exceed this MUST return HTTP 409 with the available stock value.

*Priority:* Should | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* PUT qty=N where N > inventory_count → 409 with {available: M}
* UI caps quantity at available stock and shows message
* Re-check stock on every PUT (not cached)",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000f3:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:56
[FR-CART-012] Reject cart endpoints without valid JWT,ECOM-56,10101,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-cart,must,mvp,security,wiki-linked,,"*FR-CART-012:* The system SHALL reject all cart endpoints when the request lacks a valid JWT, returning HTTP 401.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* All 5 cart endpoints (GET, POST, PUT, DELETE x2) return 401 without JWT
* Expired JWT also returns 401
* Inherits auth dependency from FR-AUTH-008",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000ev:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:56
[FR-CART-011] Auto-clear cart after successful order creation,ECOM-55,10100,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:56,16-06-2026 19:56,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-011:* The system SHALL automatically clear the cart immediately after successful order creation (see FR-ORD-005).

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* Successful POST /api/orders → cart empty on next GET
* Clear happens inside the same DB transaction as order creation (NFR-REL-003)
* Failed order does NOT clear cart",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000en:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:56
[FR-CART-010] Live cart item-count badge in header,ECOM-54,10099,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,frontend,must,mvp,wiki-linked,,"*FR-CART-010:* The system SHALL display a real-time cart item-count badge in the application header on every authenticated page.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* Badge visible on all authenticated pages
* Updates within 200ms of any cart change (optimistic)
* Reconciles with server response",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000ef:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
[FR-CART-009] Block adding inactive or out-of-stock product,ECOM-53,10098,Story,To Do,ECOM,AgenticQAJIRA,software,Meetu Chandra,557058:e495708d-3c72-4f1e-a0cd-114d86e655b2,,Medium,,,,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,16-06-2026 19:55,16-06-2026 19:55,,,,0,fr-cart,must,mvp,wiki-linked,,,"*FR-CART-009:* The system SHALL prevent adding a product whose inventory_count is 0 or whose is_active flag is false, returning HTTP 409 Conflict with a human-readable reason.

*Priority:* Must (MVP) | *Epic:* ECOM-8
*Wiki:* https://meetuchandra-1781427506328.atlassian.net/wiki/spaces/QA/pages/1146881

h3. AC

* Add inactive product → 409 reason=PRODUCT_UNAVAILABLE
* Add OOS product → 409 reason=OUT_OF_STOCK
* UI shows toast and refreshes catalog",,varun kalapala,557058:006716a1-e7ca-43ae-b280-54b4ce24f884,,,,,,,,,,,0|i000e7:,,,,,10053,ECOM-8,[CART] Shopping Cart,To Do,16-06-2026 19:55
